Anaphora Resolution,Coreference and Coreference Resolution,1
Anaphora Resolution,Word sense disambiguation,1
Anaphora Resolution,Discourse Model,1
Neural Machine Translation,BLEU,1
Neural Machine Translation,ROUGE,1
IBM Translation Models,Neural Machine Translation,1
IBM Translation Models,BLEU,1
IBM Translation Models,ROUGE,1
BLEU,Neural Machine Translation,1
BLEU,IBM Translation Models,1
BLEU,ROUGE,1
BLEU,Scientific article summarization,1
BLEU,Automatic summarization,1
ROUGE,Neural Machine Translation,1
ROUGE,IBM Translation Models,1
ROUGE,BLEU,1
ROUGE,Scientific article summarization,1
ROUGE,Automatic summarization,1
Open information extraction,Bio Text Mining,1
Open information extraction,Crawling the Web,1
Knowledge graph,Knowledge representation,1
Knowledge graph,Expert systems,1
Coreference and Coreference Resolution,Discourse Model,1
Context Free Grammar,Anaphora Resolution,1
Context Free Grammar,Penn Treebank,1
Context Free Grammar,Tree Adjoining Grammar,1
Context Free Grammar,Combinatory Categorial Grammar,1
Context Free Grammar,Supertagging,1
Context Free Grammar,Earley parsing,1
Context Free Grammar,Shift-Reduce Parsing,1
Context Free Grammar,Probabilistic context-free grammars,1
Context Free Grammar,Compositional semantics,1
Context sensitive grammar,Anaphora Resolution,1
Context sensitive grammar,Tree Adjoining Grammar,1
Context sensitive grammar,Combinatory Categorial Grammar,1
Context sensitive grammar,Supertagging,1
Context sensitive grammar,Compositional semantics,1
Domain Adaptation,Transfer Learning,1
Domain Adaptation,One-shot learning,1
Transfer Learning,Domain Adaptation,1
Transfer Learning,One-shot learning,1
Reinforcement Learning,Q Learning,1
Reinforcement Learning,DQN,1
Reinforcement Learning,Policy gradient methods,1
Q Learning,DQN,1
Q Learning,Policy gradient methods,1
Backpropagation,Generative Adversarial Networks,1
Backpropagation,Neural Machine Translation,1
Backpropagation,Variational Autoencoders,1
Backpropagation,Capsule Networks,1
Backpropagation,Recursive Neural Network,1
Backpropagation,Neural turing machine,1
Backpropagation,Multilingual Word,1
Backpropagation,Perceptrons algorithm,1
Backpropagation,Word2Vec,1
Backpropagation,CNN's,1
Backpropagation,Backpropagation through time,1
Backpropagation,Long Short-term memory networks,1
Backpropagation,Gated recurrent units,1
Backpropagation,Artificial neural network,1
Backpropagation,Bidirectional recurrent neural networks,1
Backpropagation,Seq2seq,1
Backpropagation,Highway networks,1
Word Embedding,Neural Machine Translation,1
Word Embedding,Word2Vec,1
Word Embedding,pointer networks,1
Word Embedding,Seq2seq,1
Semantic Parsing,Grammar checker,1
Stemming,Language Identification,1
Penn Treebank,Shallow parsing,1
Penn Treebank,Shift-Reduce Parsing,1
Dependency Parsing,Grammar checker,1
Tree Adjoining Grammar,Supertagging,1
Combinatory Categorial Grammar,Supertagging,1
Relation Extraction,Event Detection,1
Relation Extraction,citation networks,1
Language Modeling,Neural Machine Translation,1
Language Modeling,Transliteration,1
Language Modeling,Dialog Systems,1
Language Modeling,Natural language generation,1
Language Modeling,Noisy channel model,1
Language Modeling,Caption generation,1
Language Modeling,character level language models,1
Language Modeling,smoothing and backoff,1
Named Entity Recognition,Relation Extraction,1
Named Entity Recognition,Event Detection,1
Word Segmentation,Language Identification,1
Sentence Boundary Recognition,Language Identification,1
Sentence Boundary Recognition,document representation,1
Latent Dirichlet allocation,Topic modeling,1
Bayes theorem,Neural Machine Translation,1
Bayes theorem,IBM Translation Models,1
Bayes theorem,Open information extraction,1
Bayes theorem,Sentence simplification,1
Bayes theorem,Semantic Role Labeling,1
Bayes theorem,Machine Reading Comprehension,1
Bayes theorem,Reinforcement Learning,1
Bayes theorem,Penn Treebank,1
Bayes theorem,Combinatory Categorial Grammar,1
Bayes theorem,Relation Extraction,1
Bayes theorem,Event Detection,1
Bayes theorem,Language Modeling,1
Bayes theorem,Named Entity Recognition,1
Bayes theorem,Word Segmentation,1
Bayes theorem,Optical Character Recognition,1
Bayes theorem,Latent Dirichlet allocation,1
Bayes theorem,Latent semantic indexing,1
Bayes theorem,Language Identification,1
Bayes theorem,Hidden Markov Models,1
Bayes theorem,Conditional Random Fields,1
Bayes theorem,deep belief networks,1
Bayes theorem,Automatic summarization,1
Bayes theorem,multi-Document Summarization,1
Bayes theorem,Variational Bayes,1
Bayes theorem,One-shot learning,1
Bayes theorem,Dialog Systems,1
Bayes theorem,Multilingual Word,1
Bayes theorem,Boltzmann Machine,1
Bayes theorem,Expectation-Maximization (EM) Algorithm,1
Bayes theorem,Noisy channel model,1
Bayes theorem,Random walks,1
Bayes theorem,Harmonic functions,1
Bayes theorem,PageRank,1
Bayes theorem,Topic modeling,1
Bayes theorem,Markov decision processes,1
Bayes theorem,Phonetics,1
Bayes theorem,Speech recognition,1
Bayes theorem,Spectral methods,1
Bayes theorem,Graphical models,1
Bayes theorem,Markov Chain Monte Carlo,1
Bayes theorem,Grammar checker,1
Bayes theorem,Speech Synthesis,1
Bayes theorem,Inference,1
Bayes theorem,Particle filter,1
Bayes theorem,Language acquisition,1
Bayes theorem,Spelling correction,1
Bayes theorem,Gibbs sampling,1
Bayes theorem,Statistical machine translation,1
Bayes theorem,Computer Vision,1
Bayes theorem,Monte Carlo Tree Search,1
Bayes theorem,Structured Prediction,1
Bayes theorem,Entropy,1
Bayes theorem,Cross entropy,1
Bayes theorem,character level language models,1
Bayes theorem,Policy gradient methods,1
Bayes theorem,citation networks,1
Bayes theorem,pointer networks,1
Bayes theorem,multi-modal learning,1
Bayes theorem,graph theory,1
Hidden Markov Models,Conditional Random Fields,1
Hidden Markov Models,Speech recognition,1
Hidden Markov Models,Markov Chain Monte Carlo,1
Hidden Markov Models,Grammar checker,1
Hidden Markov Models,Speech Synthesis,1
Hidden Markov Models,Gibbs sampling,1
Hidden Markov Models,Monte Carlo Tree Search,1
Part of Speech tagging,Penn Treebank,1
Part of Speech tagging,Combinatory Categorial Grammar,1
Part of Speech tagging,Shallow parsing,1
Part of Speech tagging,Shift-Reduce Parsing,1
Question answering,Chat bots,1
Question answering,Dialog Systems,1
Automatic summarization,Scientific article summarization,1
multi-Document Summarization,Scientific article summarization,1
Bootstrapping,Bagging,1
Distributional semantics,Multilingual Word,1
Distributional semantics,Word2Vec,1
Distributional semantics,Seq2seq,1
Evaluation Metrics,Generative Adversarial Networks,1
Evaluation Metrics,BLEU,1
Evaluation Metrics,ROUGE,1
Convex Optimization,Newton Method,1
Convex Optimization,Dual Problems,1
Convex Optimization,SVM,1
Convex Optimization,Linear Programming,1
Newton Method,Dual Problems,1
Dual Problems,SVM,1
Dual Problems,Linear Programming,1
Kernel Function,Radial Basis Function Network,1
Boltzmann Machine,multi-modal learning,1
dimensionality reduction,Singular-value decomposition,1
dimensionality reduction,T-SNE,1
First-order logic,Anaphora Resolution,1
First-order logic,Knowledge representation,1
First-order logic,Expert systems,1
First-order logic,Textual entailment,1
First-order logic,Lambda calculus,1
Natural language generation,Caption generation,1
Noisy channel model,Spelling correction,1
Decision Trees,Random Forest,1
Clustering,K-nn,1
Clustering,K means,1
Clustering,Spectral clustering,1
Harmonic functions,Spectral clustering,1
Topic modeling,Latent Dirichlet allocation,1
Word2Vec,Multilingual Word,1
Word2Vec,pointer networks,1
Word2Vec,Seq2seq,1
CNN's,Capsule Networks,1
CNN's,graph convolutional networks,1
Knowledge representation,Knowledge graph,1
Knowledge representation,Relation Extraction,1
Knowledge representation,First-order logic,1
Knowledge representation,Expert systems,1
Knowledge representation,Natural Language Interfaces,1
Markov decision processes,Q Learning,1
Phonetics,Speech Synthesis,1
Phonetics,Prosody,1
Matrix factorization,Recommendation System,1
Matrix factorization,Collaborative filtering,1
Ensemble learning,Bagging,1
Expert systems,Knowledge representation,1
Bayesian network,deep belief networks,1
Bayesian network,Variational Bayes,1
Bayesian network,Expert systems,1
Text mining,Open information extraction,1
Text mining,Bio Text Mining,1
Text mining,Crawling the Web,1
Maximum likelihood estimation,Statistical machine translation,1
Graphical models,Latent Dirichlet allocation,1
Graphical models,Topic modeling,1
Graphical models,Expert systems,1
Graphical models,citation networks,1
Markov Chain Monte Carlo,Particle filter,1
Markov Chain Monte Carlo,Gibbs sampling,1
Markov Chain Monte Carlo,Monte Carlo Tree Search,1
Propositional Logic,Anaphora Resolution,1
Gradient descent,Variational Autoencoders,1
Gradient descent,Backpropagation through time,1
Gradient descent,Long Short-term memory networks,1
Gradient descent,Gated recurrent units,1
Gradient descent,Artificial neural network,1
Gradient descent,Bidirectional recurrent neural networks,1
Gradient descent,Highway networks,1
Gradient descent,Stack lstm,1
Tokenization,Stemming,1
Tokenization,Part of Speech tagging,1
Tokenization,N-gram,1
Recommendation System,Collaborative filtering,1
Matrix multiplication,Generative Adversarial Networks,1
Matrix multiplication,Neural Machine Translation,1
Matrix multiplication,Variational Autoencoders,1
Matrix multiplication,Scientific article summarization,1
Matrix multiplication,Knowledge graph,1
Matrix multiplication,Transfer Learning,1
Matrix multiplication,Q Learning,1
Matrix multiplication,DQN,1
Matrix multiplication,Backpropagation,1
Matrix multiplication,Logistic Regression,1
Matrix multiplication,Sentiment Analysis,1
Matrix multiplication,Relation Extraction,1
Matrix multiplication,Event Detection,1
Matrix multiplication,Latent Dirichlet allocation,1
Matrix multiplication,Latent semantic indexing,1
Matrix multiplication,Recursive Neural Network,1
Matrix multiplication,Neural turing machine,1
Matrix multiplication,Evaluation Metrics,1
Matrix multiplication,Linear Regression,1
Matrix multiplication,Convex Optimization,1
Matrix multiplication,Newton Method,1
