source_id,target_id,source,target,weight
0,14,random_graph,randomness,0.6555296182632446
0,20,random_graph,graph_theory,0.689958393573761
0,78,random_graph,pagerank,0.5768811106681824
0,93,random_graph,graphical_model,0.6220581531524658
0,94,random_graph,random_variable,0.623146653175354
0,143,random_graph,social_network,0.6849778294563293
0,181,random_graph,random_walk,0.7611883878707886
0,226,random_graph,randomized_algorithm,0.644014835357666
0,236,random_graph,graph_(mathematics),0.7107779383659363
0,247,random_graph,randomization,0.6146308183670044
0,261,random_graph,graph_coloring,0.4856770634651184
0,299,random_graph,spanning_tree,0.5501543283462524
0,322,random_graph,stochastic,0.6242815852165222
0,325,random_graph,bayesian_network,0.6074496507644653
0,459,random_graph,expander_graph,0.6879188418388367
1,7,mathematics,combinatorics,0.5864485502243042
1,11,mathematics,mathematical_proof,0.5618317723274231
1,15,mathematics,computer_science,0.6539420485496521
1,16,mathematics,number_theory,0.5379228591918945
1,19,mathematics,machine_learning,0.6733599305152893
1,36,mathematics,probability_theory,0.651864767074585
1,37,mathematics,algebra,0.7896422147750854
1,43,mathematics,geometry,0.6181108951568604
1,108,mathematics,polynomial,0.573899507522583
1,119,mathematics,foundations_of_mathematics,0.778261125087738
1,124,mathematics,computational_science,0.6180995106697083
1,128,mathematics,inequality_(mathematics),0.4638746976852417
1,139,mathematics,computing,0.6582986116409302
1,152,mathematics,integer,0.5481301546096802
1,158,mathematics,theoretical_computer_science,0.5961854457855225
1,163,mathematics,mathematical_optimization,0.7130882143974304
1,164,mathematics,linear_algebra,0.7226622104644775
1,189,mathematics,estimation_theory,0.5712002515792847
1,191,mathematics,game_theory,0.5301188826560974
1,192,mathematics,mathematical_model,0.7187834978103638
1,209,mathematics,calculus,0.7203277349472046
1,234,mathematics,discrete_mathematics,0.6551526784896851
1,260,mathematics,arithmetic,0.7118291258811951
1,265,mathematics,introduction_to_algorithms,0.7138453722000122
1,266,mathematics,matlab,0.5857049226760864
1,294,mathematics,quantum_mechanics,0.5653359889984131
1,296,mathematics,calculus_of_variations,0.5169588327407837
1,301,mathematics,decision_theory,0.5602074861526489
1,329,mathematics,economics,0.5842861533164978
1,358,mathematics,statistics,0.6400388479232788
1,405,mathematics,scientific_modelling,0.6047151684761047
1,407,mathematics,medicine,0.5299724340438843
1,411,mathematics,vector_space,0.5694984197616577
1,416,mathematics,philosophy,0.5615435838699341
1,419,mathematics,physics,0.6380205154418945
1,423,mathematics,complex_systems,0.5401877164840698
1,440,mathematics,literature,0.5876553058624268
1,462,mathematics,chemistry,0.5045873522758484
2,25,knowledge_representation_and_reasoning,logic,0.7185558080673218
